Date,Open,High,Low,Close,Adj Close,Volume,Year
2/20/2015,22.16,22.35,22,22.34,21.681799,3943800,2015
2/23/2015,22.33,22.33,22.049999,22.16,21.507109,3125200,2015
2/24/2015,22.16,22.309999,21.959999,22.309999,21.736061,3733900,2015
2/25/2015,22.219999,22.32,22.040001,22.139999,21.570431,3095500,2015
2/26/2015,22.16,22.33,22.02,22.200001,21.628889,3821600,2015
2/27/2015,22.139999,22.190001,21.98,22.059999,21.492489,3937300,2015
3/2/2015,22,22.719999,21.969999,22.6,22.0186,7537800,2015
3/3/2015,22.43,22.540001,22.110001,22.18,21.609402,4008600,2015
3/4/2015,22.1,22.48,22.01,22.43,21.852972,5648400,2015
3/5/2015,22.43,22.9,22.370001,22.860001,22.271908,8076400,2015
